text, labeling
영상 정말 잘 만드신 것 같네요 영상을 보니 장애인 인식이 하루빨리 개선되었으면 합니다. 모두 다 같은 인간인데 평등해지는 그 날까지 다들 노력합시다., 0
진짜 감동이다 와 너무 잘만들었다, 1
"장애인은 할수 없다는 생각 그것이 편견을 만든다라는 문구 너무나도 마음에 와 다았습니다. 조금만 배려해 주고, 관심을 가져 주면 누구못지 않게 잘 할수 있을거예요. 이제 나부터 먼저 바뀌겠습니다. 화이팅!", 0
정말 좋은 영상인 것 같아요! 장애인은 할 수 없다는 생각 우리와 다르다는 생각은 모두 안 하셨으면 좋겠고 그런 생각이 차별을 만든다고 생각합니다. 우리 모두 편견 없이 살아갑시다!, 0
제발 민폐만 끼치지 말아주세요, 3
학교 부서주세요, 3
안녕하세요 저는 정신장애인 구병권이라고 합니다. 조현병 환자라고 하지요 지금은 많이 좋아 졌구여 장애인 유튜버를 모아서 힘을 내보고 싶어서 이렇게 용기내서 써봅니다. 저도 딸이 둘인데 조현병 환자라는 딱지로 너무 힘든 시절을 보냈습니다. 가정을 돌보기도 넘 힘들었구여 사회인식 변화를위해 장애인 유튜버들이 모여 힘을 내면 어떨까해서 이렇게 적어봅니다. //../, 1
편견 없었는데 나를 차별자로 만드는 이영상.., 3
이러한 장애인 인식 캠페인이 많이 생겻으면 좋겠네요 어차피 다 똑같은 사람인데 차별하지 않으면 좋겠네요 얼른 다들 장애인 편견이 없어졌으면 좋겠습니다 그날까지 다들 화이팅, 0
"정말 공감이 가는 동영상입니다. 시각장애인도 교사가 될 수 있고 청각장애인도 바리스타가 될 수 있고 지적장애인도 피겨스케이팅 선수가 될 수 있고 지체장애인도 농구 선수가 될 수 있는데, 많은 사람들이 장애인은 할 수 없다고 생각하죠. 그 생각이 편견을 만든다는 말이 정곡을 찌르는 것 같아요. 우리 모두 장애인에게서 불가능성 대신 가능성을 보고, 무능력 대신 능력을 볼 필요가 있습니다.", 1
장애인 비하 잘하는 한국 인간들인데 발전이 있겠냐마냥 장애인은 한국이나 일본같은 나라에 태어나는 건 독약임 한국국민에 70이상 장애인 비웃는 사람 태반이고 흔히봄 한국은 미국보고 배워야함 미국은 장애인 비하가 절반도 안됨 이것이 후진국 선진국차이임 배운것 없고 천박한 한국인이 태반임 물론 좋은 사람 많다는거 인정하지만 한국 국민60이상이 장애인 비웃는거 보면 한국이 얼마나 못배운 나라인지 암 중국은 장애인 비하가 90이상임, 3
우리는 모두 같은 사람입니다. 우리와 조금 다르다고 그것이 틀린 것은 아닙니다. 그러한 생각이 차별만 만들 뿐입니다. 이제 차별 없이 모두가 존중하는 사회가 되길 바랍니다., 0
고정관념을 버려, 3
햄스터가 반갑다고함, 2
"장애인들은 자신이 장애가 있다고 생각하지 않고, 열심히 자기 꿈을 향해 나아가는 모습이 감동적이었습니다. 장애인은 할 수없다라는 편견은 빨리 사라졌으면 좋겠습니다.", 1
나말고다른사람중에학습터때문에오신분, 2
학습터때문에왔음, 2
장애인불상해ㅠㅠ, 3
옛날에는 븅신이 욕이었다. 요즘 젊은이들에게는 장애인ㅅㅋ가 욕이다. 장애인을 경멸하는 것은 전혀 변한 것이 없다. 선진국은 임시장애를 법적으로인정하는 나라다. 장애인을 등급으로 구분해 장애인들간에 차별을 유도하는 나라는 후진국보다못한 야만국이다., 3
안녕하세요, 2
정말 훌륭해요!, 1
그렇다고 무작정 장애인이 노력을하지 않으면 일반사람한테 지는건 당연한거. 아이큐 높은사람보다 노력하는 낮은사람이 성공하는 경우가 많은데 아이큐 높은사람도 노력하면 다 쳐발리는것처럼 우리도 노력해야함. 노력해서 저런 장애인분이랑 게임해서 시시해하지 않도록 같은위치에 서야되는것., 3
바리스타 분 너무 이쁜데 안타깝다 ㅠㅠ, 2
저 원미이에요.그린고 똑 에쁜 스케이트 타면서 좋은 느낌이다.그린고 장애인이 하면서 늘 대로 한다., 2
누가 바리스타고 누구의 공인지는 정할수 없습니다 장애인도 다 같은 사람이기 때문이죠, 1
우리 안에 생각지도 못한 편견들이 자리 잡혀 있다는 것을 다시한번 깨닫습니다. 그리고 저부터도 모든 편견을 제하고 바라봐야겠다라는 생각을 하게됩니다. 또한 모든 것에 편견은 없었는지 깊은 숙고가 따라야겠습니다. !, 0
너무 잘만든 영상이다..ㅜ, 1
너무 대단하시다( ), 1
학습터 손, 2
너무 감동적이예요 ㅜㅜ, 1
학습터 때문에 들어온 사람!ㅋㅋ, 2
장애인은 아무잘못이 없습니다 장애인은 고칠수없어요 사람들의 시선과 생각을 바꿔야해요 장애인은 일반 사람과 같은 존재이고 같은사람입니다 단지 몸이 불편하고 불편하지 않고의 차이입니다, 1
동영상을 아주 관심있게 봤습니다. 프랑스어 자막이 있던데 제가 모든 시리즈를 라오스어로 번역해 라오스 사람들과 동영상을 공유하고 싶습니다. 혹시 번역작업이 마치면 자막을 추가해 주실 수 있으신지요?, 1
응 제목보고서 다 맞췄어, 2
영상 잘봤습니다, 1
고정욱작가님도 편견과 차별을 깨뜨리기 위해 다양한 노력을 하고 계세요. 항상 응원합니다!, 1
"제발 장애인이냐,아 장애인같아ㅋㅋ 이딴 말좀 안했으면 좋겠다. 솔직히 머리 빈 거 같고 하나도 안웃긴다 우리나라 사람들 이런 말 너무 자주하고 자기가 어떤 발언을 했는지도 모르겠지만, 격떨어지는 언행이라는걸 알았음 좋겠다", 3
정말 좋은 영상입니다! 감동 먹었습니다 ㅠㅠ, 1
장애인이든 정상인이든 짐승같은 행동을 한다면 짐승입니다 사랑과전쟁 실제상황 우리아이가달라졌어요 김윤태 신상정보를 턴 사건 지적 장애인색끼 이런놈들이 짐승입니다, 3
캐나다 사는 동포입니다. 일년 전 다리는 잃었지만 너무 행복하게 잘 살고 있습니다. 한국도 언젠가는 장애인들도 인간답게 살 수 있는 사회가 되겠죠?, 1
는물남 내가 넘 편견을 마니 갖고 있었던거같아서 ㅠㅠ, 1
저기 나오는 장애인분들의 공통점이 뭔줄 아냐? 사람 같이 생겼단 거야. 심지어 예쁘고 잘생겼지. 근데 장애인중엔 진짜 사람같지도 않은 놈들이 있어 그게 진짜 장애인이지 밑바닥들 말야, 3
장애새끼들 좀 거슬리지말고 씨ㅡ발 집구석에 박혀서 그냥 빨래나하고 청소나하고 아주그냥 귀찮아죽겠네, 3
제발 장애 비장애 나누지 말고 사람대 사람으로 대해라.., 2
장애인도 본인이 하고싶은게 있고 꿈이 있습니다, 1
"우리는 장애인분들이 아무것도 못한다며 무시하지만,장애인분들도 비장애인처럼, 아니, 비장애인보다 더 잘하는 각자의 장점과 특색을 가지고 있습니다. 장애인이라는 이유만으로,생긴것에 따라 편견을 갖고 차별대우하는 비장애인들이야말로 남을 제대로 볼 수 없는 불구가 아닐까 싶습니다.그러니 앞으로 세계시민으로서의 의식을 가지고 차별이 아닌 차이로 장애인들을 대하는 멋진 사람이 됩시다.", 0
우리는 다 똑같은 사람입니다, 1
영상잘봤습니다. 장애인분들이 하루라도 빨리 차별받지않는 환경이 되었으면 좋겠습니다. 홍보자료로 쓸게요, 1
"장애인은 한부분만 불편할뿐, 다른부분들은 비장애인과 똑같습니다. 그들도 사람이고,인간입니다, 차별하지마세요. 당신도 언젠간 자신도 모르게 장애인이 될수있다는걸 왜 모를까..", 1
하나님께서 소민양을 잘 봐주시고 지켜주시고 눈에는 보이지는 앉지만 기도하면 잘 들어 주셔요 그러니 소민양도 기도하고 교회만 열심히 다니면 되요 화이팅, 1
니들도 장애인 해봐라 사람 무시하지말고 장애인도 사람이야 그냥 특별한거지, 1
눈물이 나네요. 사람들이 자신을 징그럽게 이상하게 쳐다볼 때 얼마나 속상하고 숨고 싶을까요., 1
구순 구개열 파열은 옛날에는 언챙이라고 했습니다. 요즘은 수술로도 치로가 가능합니다. 요즘은 미용적으로 하니 흉터도 최소한 으로 수술 할 수 있어요., 2
아이인데.. 저라면 배려 해줄거 같아요.. 그건 이상한게 아니라 다른건데.. 아왜 눈에서 땀이ㅜ, 1
? 왜 눈에서 땀이..(주륵), 2
장애가진 분들 위해 도와주자, 0
아이의 순수한 목소리와 잘 어울리는 영상입니다. 잘보고 갑니다., 1
차분한 목소리가 너무 가슴에 닿아요., 1
"안녕하세요.저도장애가고있어요.최소민아이만나고싶어요. 장애인은 죄가아니야요.가고싶어서가고이는것아니예요.저는지적장애인3급입니다. 사회적을로잘했우없어요,그리고저는 한글도못해요. 지금이글읽고있는사람들은 죄송합니다.", 1
아무리 장애가 있어도 서로서로 존중해야지 ㅉㅉ, 3
뭐야!?저사람들은 장애있는게 징그럽다고 쳐다봐!?어!?한번 맞아야됐어!, 3
목소리 좋다 그리고 힘내 장애인도 인권이 있고 존중 받아야 하는거 아닌가요? 우리도 인권이 있는 것처럼요!, 1
장애가 죄도아니고 이렇게 태어난걸 어떻게하지? 슬프지 마요.ㅠㅠ, 1
저런못덴 어른!, 3
일본장애인과 일본장애학생들은 살기좋은 대구경북으로 이주시켜주세요 한일장애인 보수교육을 해주세요 홍준표대표님 아닌 존경하는 홍준표대통령님, 3
장애 있는게 죄냐?, 3
녜에 그렇게할께요 아이들이 좀더 행복할수 있기를 언니오빠가 늦지않게 지켜줄께, 0
울 성우 마음까지 미남이야. 저도 동참할게요^^, 0
역시 개념갑 연예인 옹성우입니다 바쁜 와중에도 그는 자신의 위치에서 세상을 좀더 살만하게 만드는 일에 조금도 게으르지 않고 한결같은 자세로 최선을 다 하는 모습이네요 누군가를 돕는 의미있는 일에 늘 압장서는 옹성우를 지지하며 저도 함께 이번 행사에 동참하겠습니다, 0
의미있는 캠페인 옹성우와 함께라서 더 따뜻하네요~옹성우 바른사람, 1
늦지 않게 저도 함께 참여할게요, 0
옹성우 멋있다, 1
옹성우 참된 인성의 소유자임이 분명해요 역시 옹부심 뿜뿜이네요 이번에는 장애아동을 돕기 위해 애쓰는 마음 그 좋은 마음을 가득담은 취지인 만큼 행복한 마음으로 캠페인에 적극 동참할께요, 0
옹성우 항상 좋은일에 재능기부나 기부하고 솔손수범하는 모습 너무 보기좋아요 캠페인에 동참합니다 옹성우, 0
장애인의날특집 봄날의기적 옹성우 따뜻한 캠페인 참여할게요, 0
선한영향력으로 동참하는 캠페인.저도 적게나마 힘 보태고 싶습니다!, 0
옹성우 늦지않게지켜주세요 밀알복지재단 옹성우잘생겼다 옹비드 판타지오 이쁘고 선한 영향력 옹성우와 함께 합니다, 1
바쁜데도 짬내서 이런 캠페인을 해주는 성우님ㅜ제가 반성하게 됩니다 올해는 더 열심히 기부해야겠어요, 0
옹성우의 따뜻한 마음과 함께 할께요!, 1
옹성우 공인으로서의 자신의 영향력을 선하게 사용하는 모습이 감동입니다 덕분에 밀알복지재단의 늦지 않게 지켜주세요 캠페인도 알게 되어 같이 동참하게 되어 기쁩니다 따뜻한 세상이 되도록 작은 마음이나마 도울께요, 0
좋은 일에 동참하는 선한영향력을 가진 옹성우 밀알복지재단 의 늦지않게 지켜주세요 캠페인에 저도 작지만 힘을 보태봅니다 고마워 늘, 1
옹성우 너무 귀엽고 예쁘네요 덕분에 좋은 캠페인 알아 갑니다, 1
우리 롤모델 옹성우 처럼 이 캠페인 동참합니다, 0
늦지않게 지켜주세요 캠페인 옹성우와 함께 동참하겠습니다 응원해요, 0
옹성우가 의미있는 캠페인에 참여하게 돼서 팬으로서 너무 기쁘네요, 1
좋은일에 참여할게요, 0
방금 후원신청하고 왔어요. 성우의 팬으로 의미있는 일들에 참여하게 되어 기쁩니다. 역시 옹성우! 앞으로도 선한 영향력 기대합니다~, 0
언제나 진심을 담아 조용히 좋은 일에 동참하고 앞장서는 진정한 선한 영향력 옹성우를 늘 응원합니다., 1
네~ 함께 동참 하겠습니다~ 옹성우 옹비드 맘도 이쁜 조각상~, 0
옹성우 의 영향력이 늦지 않게 여러 아동들을 지켜줄 수 있길 바래봅니다 캠페인 응원합니다, 1
늦지 않게 지켜주세요 캠페인 정말 의미있네요. 이런 캠페인에 옹성우가 함께 할 수 있어서 좋네요, 1
옹성우 좋은맘으로 따뜻한 캠패인에 참여하는거 보기 좋아요 저도 동참하겠습니다 옹성우, 0
옹성우 화이팅! 영원히 응원힐게요! 옹성우 사랑해, 1
정말 따뜻한 캠페인이네요..저도 늦지않게 동참하겠습니다..! 옹성우, 0
옹성우덕분에 이렇게 좋은 캠페인을 알게되었네요 꼭 동참하겠습니다!, 0
옹성우 따뜻한 마음씨 너무 좋네요 동참할께요!, 0
옹성우 좋은일에 진심으로 함께하는거 항상 감동이에요. 같이 참여할께요., 0
옹성우 옹성우 따뜻한 마음이 느껴져 정말 눈물 나도록 감동 받았어, 1
옹성우와 함께하는 늦지 않게 지켜 주세요 캠페인에 저도 동참하겠습니다., 0
따뜻한 캠페인 감사합니다. 모두가 사회의 소외된 이웃을 한 번쯤 더 돌아볼 수 있었으면 좋겠습니다. 옹성우 님의 선한 영향력에 감사드려요., 1
옹성우 매번 좋은 의미의 캠페인 동참해서 팬들에게 홍보해주는거 너무 좋은 것 같아요 이번 캠페인도 동참하겠습니다, 0
옹성우 의 선한 영향력이 이번에도 기적을 만들길 바래봅니다, 1
노래때문에 자꾸 저작권 걸리는것같아요 음악 빼세요ㅜㅜ, 3
옹성우 좋은 일 하네요 저도 캠페인 동참할게요, 0
옹성우 늦지않겠습니다 담당자님바보ㅠㅠ, 3
주임님 말씀 귀에 쏙쏙 ~너무 잘하시는데요 프로같으십니당, 1
"송지은님, 박위님 함께 영상 나와서 너무 좋아요 ㅠㅠ 진짜 대박 너무너무 멋집니다 ㅠㅠ 응원합니다 ㅎㅎ 약자복지를 더 응원합니다 ㅎ", 1
동생을 위해 언어치료사가 되어 동생에게 도움이 되고 싶어 언어재활과를 전공으로 선택했다니.. 언니의 사랑이 느껴지네요. 장애인 복지가 더더더 혜택이 커지고 다양해졌으면 좋겠어요. 응원합니다., 1
"은솔양이 전체 과정을 혼자 다 하는 것보다 잘 할 수 있는 과정만 딱 맡아서 하고, 다른 과정은 가족들이 맡아서 분업해서 하는 모습이 감동적이었어요.", 1
가족끼리 운영을 해도 고용보험 취득이 되어있으면 한국장애인고용공단을 통한 혜택과 지원을 받을 수 있다니 유용한 정보 얻고 가네요 많은 분들이 관심갖길 응원드립니다, 2
돌봄의 사각지대인 최중증 발달장애인을 위한 정책이 늘어나서 정말 다행입니다. 앞으로도 돌봄과 복지의 사각지대가 나오지 않도록 세심한 정책 부탁드립니다., 2
아버지 손을 잡고 출근하는 은솔양 모습이 대견하고 훈훈하네요. 뭉클한 기분도 들고요., 1
"이번 영상을 통해 저도 사랑이라는 걸, 그리고 가족의 소중함이라는 걸 다시 한 번 느낄 수 있었습니다.", 1
다쳐서 휠체어를 타게 되면서 오히려 가족들이 더 뭉치고 더 함께 하는 시간이 많아지고 하나가 됐다는 부분이 가슴 아프면서도 많은 것을 생각하게 만드네요., 1
많은 분들이 이 영상을 통해 장애에 대한 인식이 더 개선되기를 희망해봅니다., 1
부녀가 손잡고 같이 출근하는 모습이 너무 보기 좋았습니다., 1
"은지은솔 자매의 이야기가 정말 인상 깊었어요. 특히 은솔이의 선택적 함구증과 지적장애로 인해 겪는 어려움이 얼마나 클지 이해가 되면서도, 그럼에도 불구하고 서로 도와가며 힘든 상황을 이겨내는 자매의 모습이 너무 감동적이었습니다. 이런 이야기를 통해 장애에 대한 더 깊은 이해와 공감이 생겼고, 모두가 서로 도우며 살아가는 사회가 되어야겠다는 생각이 들었어요.", 1
"박위님의 말씀에 깊이 공감했어요. 장애가 있는 가족이 있다는 것이 단지 힘든 일만은 아니라, 오히려 가족을 더 뭉치게 하고 사랑을 나누는 계기가 될 수 있다는 점이 정말 감동적이었어요. 장애는 단순한 어려움이 아니라, 서로의 이해와 연대를 통해 성장할 수 있는 기회가 될 수 있다는 걸 깨닫게 되었습니다. 앞으로 장애에 대한 인식이 많이 개선되어서, 모든 사람이 자기 방식대로 행복하게 살아갈 수 있는 세상이 되기를 진심으로 바랍니다.", 1
은솔 양이 자신의 일을 하며 가족들이 따뜻한 시선으로 지켜보는 장면이 정말 감동적이었어요. 장애인 복지 정책이 더 많은 사람들에게 희망을 줄 수 있기를 바랍니다. 모든 분들 화이팅입니다!, 1
아버지와 손을 꼬옥 잡고 출근하는 은솔양! 대견하고 멋지네요 앞으로도 늘 응원하며 좋은 소식만 가득하길 바랄게요!, 1
장애인 취업에 대한 부조리가 조금 좋지 않았는데 취업에 대한 가능성이 높아진다해서 좋았어요!, 2
장애인들이 일 할 수 있는 공간이 더욱 많아졌으면 하네요., 2
은솔양과 가족분들 응원하겠습니다! 2025년에는 카페가 더욱 번창하시고 승승장구 하시면 좋겠습니다!, 1
발달장애인 훈련센터 또는 직업능력개발원에서 취업을 위해 도움을 받을 수 있는지 몰랐네요~ 영상을 보시는 장애인 가족분들이 참고하시면 좋을 것 같아요. 은솔님의 꿈을 위해 가족이 함께 하는 카페 창업이 쉽지 않으셨을텐데 대단하시네요. 앞으로 단순히 장애인분 뿐만 아니라 가족들을 위해서도 다양한 지원들이 늘어나길 바라요, 1
이런 제도를 잘 모르는 경우도 많을 거 같은데 유튜브 외에도 다양한 방법으로 알아갈 수 있도록 적극행정이 필요해 보여요!, 2
가족끼리 운영하는 사업이라도 장애인 고용 혜택을 받을 수 있다는 사실이 너무 기쁘네요. 장애인들을 위한 다양한 지원 정책이 있었으면 합니다., 2
"최중증 발달장애인을 위한 정책들이 늘어나고 있다니 희소식이네요! 최중증의 경우 병원의 도움 없이 가족이 직접 케어하는건 정말 힘든데, 앞으로도 이렇게 실질적인 도움들이 많이 늘어나면 좋겠어요. 차별없이 모두가 동등하게 국민으로서 권리를 누릴 수 있게 힘 써 주세요", 2
카페에서 함께 일하는 은지 양과 가족들의 모습이 너무 보기 좋습니다., 1
가족이 주는 행복이 정말 최고인 것 같아요. 나이 먹을수록 더 깨닫게 돼요. 은솔양 가족분들 올한해 즐거운 일들만 가득하시길 바랄게요.^^, 1
본인이 사고로 인해 휠체어를 타게 되었지만 오히려 가족들끼리 서로 뭉치고 가족간의 함께하는 시간이 많아지고 했다는 사실이 참 강동적이네요., 1
가족끼리 운영하는 사업이라도 장애인 고용 혜택을 받을수 있다는 정보가 정말 유익해요 이런 내용을 알게 돼서 앞으로 어떻게 활용할수 있을지 생각해보게 됐어요, 2
희망하는 서비스에 따라 다양한 기관에서 상담 받을수 있는만큼 이러한 부분이 더 많이 홍보되었으면 좋겠어요!, 2
은솔양이 손수 만든 라떼가 인상 깊었어요. 조금씩 사회로 나가기 위한 연슥을 하는 모습이 정말 보기 좋았습니다. 은솔양의 아름다운 미래를 응원합니다., 1
아버지와 함께 출근해 열심히 일하는 은솔 양이 너무 아름답네요. 보기 좋습니다., 1
사각지대의 장애인 분들을 많이 찾아주는 그런 노력이 필요하다는 사실 잘 알아갑니다., 2
가족의 따뜻한 사랑이 느껴집니다. 동생을 위한 은지님에게 밝고 따뜻한 미래가 펼쳐지길 응원합니다, 1
출근 함께 하는모습이 멋집니다 은지님 화이팅, 1
은솔씨를 돌보는 가족들의 사랑과 다양한 복지가 힘이 되어 앞으로 나갈수 있네요!앞으로도 화이팅!, 1
장애인들이 일할만한 장소가 부족하다는 그 말에 공감이 많이 가네요., 2
은솔 양의 일하는 모습을 바라보는 부모님의 모습이 가장 인상깊네요. 장애인 복지에 대해 많이 배워갑니다., 2
맞아요. 비장애인으로서 핵공감.. 장애인도 비장애인도 일하고 싶은 사람은 많은데 자리가 없음, 2
사각지대의 장애인들 가족들에게 힘이 되어서 더더더 가까이가 의미가 깊어요!, 1
발달장애인훈련센터 등 다양한 훈련을 받을수 있는 기관이 있다는게 든든하네요. 은지씨 자매도 힘내시길 응원합니다., 1
카페에서의 은지양과 가족의 일상이 너무 보기 좋고 따뜻해요, 1
은지의 삶을 진심으로 생각해주는 부모님의 모습이 정말 보기 좋고 마음이 따뜻해지네요., 1
장애인분들의 사회 진출이 더욱 많아져 우리모두 상생하는 사회가 되었으면 좋겠습니다. 너무 좋은 제도같아요, 1
카페창업후 커피만드는 모습이 아름답습니다 응원하겠습니다 항상 행복하세요, 1
원하는 방향에 따라서 다양한 기관의 도움을 받을수 있는점 알게 되어 좋았어요! 장애인분들 개개인에 맞게 상담 받고 취업까지 잘 이어질 것 같습니다., 2
다양한 훈련프로램들이 많아 더욱 많은 분들이 이용하셨으면 좋겠네요 장애인분들의 취업을 응원합니다!, 1
"아버지와 손을 꼭 잡고 은솔양 너무 대견하고 멋져요.앞으로 대한민국 모두가 편견없이 장애인,비장애인 모두가 행복하게 사는 대한민국이 되었으면 좋겠어요", 1
은솔양이 일하는 모습을 자랑스럽게 바라보는 부모님의 모습이 가장 인상 깊었어요. 장애인도 일 할 수 있는 취업 복지제도가 너무 자랑스럽네요., 1
카페에서 열심히 일하는 은지양과 가족의 모습이 너무 보기 좋네요. 2025 장애인 복지 응원합니다!, 1
가족중에 힘드신분이 있으면 힘들거라는 생각보다 오히려 똘똘 뭉쳐서 하나가 되면서 가족이 주는 행복은 어떤 것과도 비교할 수 없는 행복이라는 말에 울림이 있네요, 1
앞으로 더 많은 장애인 고용장려금 수급자가 있길 바래봅니다., 2
가족이 주는 행복은 어떤 것과도 비교할 수 없는 행복이라는 말에 저도 공감합니다!, 2
장애인 취업성공패키지 확대소식 정말 반가워요! 장애인에게 더 많은 기회를 제공하고자 하는 정부의 노력이 느껴집니다 ㅎㅎ 이렇게 장애인 취업관련 정보 전해주셔서 감사합니다, 2
딸이 흥미를 느끼는걸 따라주는 부모님 모습이 너무 멋있네요, 1
요청 사항에 맞게 일하는 은솔 양이 정말 대단하네요. 약자복지로 인해 더욱 살기 좋은 대한민국이 되길 응원합니다!, 1
아름다운 장면이네요 자매가 함께 일하고 자매를 바라보는 부모님의 눈빛이 진짜 꿀이 뚝뚝 떨어지는 모습.. 언니의 따뜻한 마음에 감동했어요!, 1
아버지와 은솔양이 같이 출근하는 모습 훈훈하고 마음 따뜻해져요 하시는 일 잘 되시기를 응원하겠습니다., 1
"어머니의 진솔한 인터뷰,, 은지의 삶을 뺏고 있지 않은지에 대한 생각까지 인상깊어요", 1
한국장애인고용공단 취업지원 상담사 임철영 주임님의 완전히 방탄소년단인줄 알았습니다. 불타올랐거든요. 라는 말을 통해 장애인 구직자분들의 열정과 의지를 생생하게 전달 받았고 정말 인상깊었어요 불타는 열정을 가진 모든 장애인 구직자분들의 취업을 응원합니다, 1
동생에 대한 사랑이 가슴 깊이 느껴집니다 나였으면 어떤 선택을 했을까 생각해보는 좋은 시간이였어요, 1
따뜻한 일상을 보는 느낌이라 너무 행복하네요 힘든 순간이 많겠지만 항상 응원합니다. 분위기가 좋아서 에너지를 받습니다, 1
저도 가족이 주는 행복은 그 어떤 것과도 비교할 수 없다고 생각합니다, 1
동생을 위해 자신의 진로를 선택한다는게 아름다우면서도 조금 씁쓸한 일이네요, 2
부모님이 자매가 일하는 모습을 사랑스러운 눈으로 바라보는 모습이 너무 감동적이었습니다. 2025년 장애인 복지 좋은 방향으로 나아가고 있어 너무 좋네요., 1
카페에서 함께 일하며 하루를 시작하는 은지양과 가족의 모습이 너무 따뜻하고 감동적이었습니다. 서로를 응원하고 도와가며 하나가 된 모습에서 진한 가족의 사랑과 끈끈한 유대감이 느껴졌어요. 이렇게 함께 일하며 꿈을 이루어가는 과정이 얼마나 소중하고 의미 있는지 다시 한번 깨닫게 되었습니다. 은지양 가족의 따뜻하고 화목한 일상이 앞으로도 늘 행복과 성공으로 가득하길 진심으로 바랍니다. 항상 응원하겠습니다!, 1
아버지와 함께 출근하는 은솔양의 모습이 정말 자랑스럽고 멋집니다! 가족이 함께 힘을 모아 커피를 만드는 모습이 너무 따뜻하고 감동적이에요. 서로를 도와가며 함께 꿈을 이루어가는 모습이 많은 사람들에게 큰 감동과 영감을 줄 것 같습니다. 앞으로도 가족의 행복과 사업의 번창을 진심으로 응원하겠습니다. 항상 건강하시고 힘내세요! 화이팅!, 1
"장애인 가족에 대한 박위님의 말씀이 제 마음에 깊이 와닿았어요. 보통은 장애가 있는 가족이 있으면 힘들 거라고만 생각하는데, 오히려 그것이 가족을 더 단단하게 만들고 서로를 이해하는 계기가 된다는 말씀에 많은 것을 느꼈습니다. 장애는 우리 삶의 어려움이 아닌, 서로를 더 이해하고 성장할 수 있는 특별한 기회가 될 수 있다는 걸 깨달았어요. 이런 따뜻한 시선이 더 많이 퍼져서 모두가 행복한 사회가 되었으면 좋겠습니다. 앞으로도 더 좋은 정책들로 함께 성장하는 대한민국이 되길 응원할게요!", 1
언어치료사 항상 응원하겠습니다, 1
동감가는 말입니다. 장애로 인해 가정의 불행이 이어질거란 편견. 그걸 뛰어넘게 하는게 바로 가족의 아닐까요., 2
세밀한 맞춤형 11 돌봄 서비스를 제공해준다니 많은 장애우들에게 큰 희망이 되어줄 것 같아요, 2
장애인의 취업과 적응을 위해 통합적인 서비스를 제공하는 취업성공패키지 최고네요!, 1
"에서 취업하는게 단순히 돈을 버는 것 이상의 의미라는 말이 정말 인상 깊었습니다. 많은 사람들이 취업을 단순히 돈을 벌기 위한 수단으로만 생각하지만, 이 말은 취업이 사회 생활의 시작이자 다른 사람들과의 관계를 맺는 중요한 과정임을 일깨워줍니다. 특히 장애인 취업에 대한 편견을 깨고, 더 다양한 일자리가 제공될 수 있는 사회로 나아가야 한다는 메시지가 제 마음에 크게 와닿았네요.", 1
고용보험이 취득 된다면 근로지원인 또는 보조공학기기에 대해서 지원이 가능하다니 정말 좋네요!, 2
가족이 주는 행복은 어떤것과도 비교할수없는행복, 2
"맞춤형 11 돌봄 서비스에 대해 이야기한 장면이 인상 깊었습니다. 특히 최중증 발달장애인들에게 제공되는 세밀한 돌봄 서비스가 그들의 삶의 질을 크게 향상시킬 수 있다는 점에서 깊은 감동을 받았습니다. 이런 서비스는 단순히 돌봄을 넘어 각 개인의 특성과 필요에 맞춰 세심하게 지원을 제공함으로써 장애를 가진 분들이 자립적인 생활을 할 수 있도록 돕는 중요한 역할을 한다고 생각합니다. 가족들에게도 재충전의 시간을 제공하며, 모두가 더 나은 환경에서 생활할 수 있게 되는 변화가 정말 멋지네요!", 1
"에서 은솔양과 아버지가 함께 출근하는 모습이 인상적이었습니다.. 은솔양이 씩씩하게 아버지와 손을 잡고 출근하는 모습이 정말 멋졌고, 그 순간 은솔양의 자립적인 모습에 자랑스러움과 감동을 느꼈습니다. 특히 장애인 차별이 없는 평등한 사회에서 모두가 기회를 가질 수 있기를 바라는 마음이 더욱 커졌어요. 이런 따뜻한 장면을 통해 가족의 사랑과 서로의 지지로 이루어지는 진정한 행복을 다시 한 번 느낄 수 있었습니다.", 1
실제 취업에 성공한 장애인의 가족 분의 인터뷰 장면이 희망적이었습니다. 생생한 경험담을 들을 수 있어 다른 장애인 구직자분들에게도 큰 용기가 될 것 같습니다.ㅅ, 1
아버지와 함께 출근하는 모습이 예쁘기도 하고 멋져요. 국민모두 차별없이 평등하게 취업할수 있으면 합니다 차별없는 공정하고 평등한 사회가 되길 응원합니다~!, 1
장애인 일자리가 더더더 필요하다는 생각을 저도 하게 되었네요. 발달장애인에게 더 많은 지원이 이루어져서 우리 사회의 일원으로서 함께 살아갔으면 하네요. 주위에서도 따뜻한 시선으로 보고 차별과 편견보다는 이해와 기다림이 있어주면 하네요., 2
청년들이 봉사활동을 통해 성장하는 모습이 너무 보기 좋았어요. 한 사람의 변화가 큰 영향을 미칠 수 있다는 걸 느꼈습니다., 1
장애인과 비장애인이 함께 공연을 준비하는 장면이 정말 감동적이었어요. 서로를 배려하며 함께 만들어가는 모습이 인상 깊었습니다., 1
